"R0000100","R0069300","R0069400","R0069600","R0070400","R0070500","R0074300","R0357900","R0358300","R0504200","R0515100","R0536300","R0536401","R0536402","R1205300","R1205400","R1211000","R1217500","R1482600","R9788600","R9788700","R9788800","R9788900","R9793100","R9864300","R9871900"
4039,3,2,4,5,5,10,1,1,-4,-4,2,3,1984,8,2,1,1,1,2,2,2,15,1,400,321
4040,10,2,1,3,3,3,0,1,-4,-4,2,4,1982,1,6,1,1,4,-3,-3,-3,8,4,450,378
4041,15,2,1,2,1,1,0,0,-4,-4,1,9,1983,1,6,1,1,4,-3,-3,-3,9,4,450,401
4042,6,2,2,4,4,-4,0,1,-4,66,2,8,1980,2,5,1,2,4,-4,-4,-4,-4,-4,-4,-4
4043,1,2,3,3,3,-4,1,1,-4,50,1,2,1980,3,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4044,22,4,4,2,3,2,1,1,1,-4,1,9,1983,2,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4045,10,1,2,1,1,3,0,0,-4,-4,1,7,1983,5,2,1,1,4,-3,-3,-3,8,4,400,297
4046,2,2,3,3,4,-4,1,1,-4,90,2,4,1981,2,4,1,1,1,-3,-3,-3,6,4,250,208
4047,3,2,1,1,1,5,0,0,-4,-4,2,11,1984,2,4,1,1,1,-3,-3,-3,8,4,300,264
4048,15,2,1,5,5,-4,1,1,-4,0,1,7,1980,4,5,1,1,4,1,2,2,7,4,300,275
4049,3,1,2,2,1,-4,0,0,-4,100,2,1,1981,1,4,2,1,4,-4,-4,-4,-4,-4,-4,-4
4050,2,2,2,2,1,-4,1,0,-4,40,1,10,1980,2,5,1,1,4,2,2,2,8,1,350,338
4051,3,2,2,1,1,-4,1,1,-4,75,1,10,1981,3,5,1,1,4,2,2,2,8,1,350,280
4052,6,2,2,4,3,-4,1,1,-4,100,2,5,1980,2,3,1,1,4,-3,-3,-3,7,4,200,274
4053,0,1,3,3,3,-4,0,0,-4,100,2,11,1980,1,5,1,1,4,2,2,1,8,4,500,389
4054,9,2,2,2,2,-4,1,1,-4,100,1,2,1981,2,6,1,1,2,2,2,2,10,5,250,269
4055,3,3,1,4,4,-4,0,0,-4,-4,2,4,1982,2,6,1,1,2,-3,-3,-3,8,4,350,268
4056,0,2,2,1,1,-4,1,1,-4,-4,1,7,1982,4,4,1,1,4,-3,-3,-3,4,5,200,259
4057,0,2,3,4,2,-4,0,0,-4,80,1,5,1981,1,5,1,1,4,-3,-3,-3,10,4,500,292
4058,0,2,3,3,2,2,0,0,-4,-4,2,10,1982,1,5,1,1,2,-3,-3,-3,10,4,200,352
4059,10,2,3,3,3,2,1,1,-4,-4,1,6,1984,1,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
4060,10,2,2,2,1,2,1,0,-4,-4,2,10,1983,4,2,1,1,4,2,2,2,5,-3,300,357
4061,10,2,3,3,3,-4,1,0,-4,75,2,9,1981,6,6,1,1,4,-3,-3,-3,7,4,300,222
4062,0,2,3,3,3,-4,0,0,-4,100,2,12,1980,1,5,1,1,4,2,2,1,9,4,400,386
4063,5,2,3,4,4,-4,1,1,-4,80,1,12,1981,4,2,1,1,1,-3,-3,-3,8,4,300,310
4064,2,2,3,4,2,-4,1,1,-4,94,1,11,1981,4,3,1,1,4,-3,-3,-3,9,4,500,372
4065,6,2,3,3,4,-4,1,1,-4,50,1,8,1980,1,7,1,1,4,2,2,1,9,5,250,306
4066,7,3,3,3,2,4,0,0,-4,-4,1,3,1982,1,7,1,1,4,-4,-4,-4,-4,-4,-4,-4
4067,8,2,3,2,2,2,0,0,-4,-4,2,1,1984,1,7,1,1,4,2,2,2,9,4,250,280
4068,3,1,2,4,4,-4,1,1,-4,100,1,10,1980,4,3,1,1,1,2,2,2,6,-3,300,244
4069,3,2,2,3,1,6,1,0,-4,-4,2,1,1983,4,3,1,1,1,-3,-3,-3,5,-3,0,223
4070,0,1,4,1,1,1,0,0,-4,-4,1,12,1984,1,3,1,0,4,-4,-4,-4,-4,-4,-4,-4
4071,5,2,1,2,1,0,0,0,-4,-4,2,4,1984,2,5,1,0,4,2,2,1,8,1,300,265
4072,7,3,2,1,4,-4,1,1,-4,100,1,5,1981,2,3,1,0,4,2,2,2,8,1,250,318
4073,0,2,3,4,3,6,1,1,-4,-4,1,3,1984,1,4,1,0,4,2,2,1,8,1,300,240
4074,6,2,2,4,2,1,1,1,-4,-4,2,12,1984,8,4,1,0,4,2,2,2,9,1,350,288
4075,6,2,3,5,3,6,1,1,-4,-4,2,1,1983,5,4,1,0,4,2,2,1,8,1,400,262
4076,10,1,2,5,4,7,1,1,-4,-4,2,4,1984,5,4,1,0,4,2,2,2,7,1,500,340
4077,3,2,2,3,1,4,0,0,-4,-4,1,9,1983,1,3,1,0,4,2,2,2,9,1,400,295
4078,4,1,2,2,2,-4,1,1,-4,75,2,6,1980,4,3,1,0,4,2,2,2,8,1,200,322
4079,2,2,3,1,1,-4,0,0,-4,-4,1,11,1983,4,3,1,0,4,2,2,2,8,1,300,295
4080,4,2,2,4,4,-4,1,1,-4,85,1,3,1980,1,4,1,1,2,2,2,2,16,4,400,340
4081,0,1,2,2,2,0,0,1,-4,-4,2,8,1982,1,4,1,1,4,-3,-3,2,18,3,400,322
4082,2,3,3,4,2,-4,0,0,-4,100,2,1,1980,4,5,1,1,1,2,2,1,6,-3,100,276
4083,6,1,2,2,-2,4,0,0,-4,-4,2,7,1982,4,5,1,1,1,2,2,2,17,3,250,346
4084,7,2,3,2,1,3,1,1,-4,-4,1,1,1984,4,2,1,1,2,-4,-4,-4,-4,-4,-4,-4
4085,4,3,1,4,1,-4,1,0,-4,5,1,5,1981,1,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
4086,1,2,2,3,1,6,0,0,-4,-4,1,6,1984,2,6,1,1,4,-4,-4,-4,-4,-4,-4,-4
4087,0,2,1,4,4,-4,1,1,-4,20,1,10,1980,1,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
4088,20,2,2,4,3,-4,1,1,-4,50,2,9,1981,1,5,1,1,4,2,2,1,18,3,300,314
4089,10,2,1,-2,-2,-4,0,0,2,100,2,6,1980,1,5,1,1,1,2,2,2,15,-3,200,204
4090,0,2,2,1,1,3,0,0,-4,-4,2,9,1983,1,5,1,1,1,2,2,2,4,-3,350,247
4091,7,4,2,2,1,2,0,0,-4,-4,2,10,1983,4,4,1,1,1,-3,-3,-3,8,1,350,249
4092,16,3,1,3,1,4,1,1,-4,-4,2,10,1984,4,4,1,1,1,2,2,2,15,1,350,282
4093,-2,1,3,3,4,-4,1,1,3,0,2,12,1981,7,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4094,15,1,2,3,2,0,1,1,-4,-4,2,7,1982,5,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4095,14,2,1,4,2,-4,1,1,-4,30,1,7,1981,5,3,1,2,4,-4,-4,-4,-4,-4,-4,-4
4096,4,1,2,2,1,5,1,1,-4,-4,1,3,1983,5,3,1,2,4,-4,-4,-4,-4,-4,-4,-4
4097,2,2,2,2,2,7,0,0,-4,-4,1,3,1982,1,4,1,1,4,2,2,2,8,4,350,307
4098,4,2,2,4,4,-4,0,1,-4,50,2,5,1981,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4099,4,2,3,3,3,-4,0,0,-4,100,2,1,1980,1,4,1,1,4,2,1,1,9,3,400,350
4100,2,2,1,2,-2,1,0,0,-4,-4,1,4,1983,1,4,1,1,4,2,1,1,8,4,400,382
4101,5,2,2,2,1,1,0,0,-4,-4,1,3,1984,1,3,1,1,4,2,1,1,10,5,500,360
4102,16,2,1,3,3,-4,0,1,-4,100,2,10,1981,1,3,1,1,4,2,2,2,8,4,400,353
4103,6,2,2,4,4,-4,1,1,-4,100,2,6,1981,1,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
4104,11,1,2,2,1,2,0,1,-4,-4,2,2,1983,1,5,1,1,4,2,2,2,8,4,400,305
4105,3,2,2,3,3,-4,1,1,-4,75,2,5,1981,4,3,1,1,4,2,2,2,8,4,300,274
4106,5,2,3,3,1,4,0,0,-4,-4,1,6,1982,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4107,5,2,2,2,1,3,0,1,-4,-4,1,12,1983,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4108,5,2,3,4,3,-4,1,1,-4,75,1,9,1980,4,2,1,1,4,2,2,2,10,4,250,209
4109,4,2,3,2,1,2,0,0,-4,-4,1,5,1983,1,4,1,1,4,2,2,1,10,4,350,350
4110,0,2,3,3,1,-4,0,0,-4,50,1,11,1980,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4111,12,2,2,3,2,-4,0,1,-4,-4,2,6,1982,1,4,1,1,4,2,2,1,11,4,350,335
4112,2,2,3,2,2,-4,0,1,-4,95,1,8,1980,1,4,1,1,4,2,2,1,9,4,450,393
4113,3,2,3,2,2,2,0,0,-4,-4,1,4,1983,1,4,1,1,4,2,2,1,10,4,650,400
4114,3,2,1,2,2,6,0,0,-4,-4,2,7,1982,4,2,1,1,4,2,2,1,8,1,500,398
4115,5,2,2,4,5,-4,1,1,-4,0,2,8,1980,2,4,1,1,2,2,2,2,9,-3,100,208
4116,4,2,3,3,2,4,0,0,-4,-4,2,4,1982,2,4,1,1,4,2,2,2,8,1,500,321
4117,0,3,2,4,3,-4,0,1,-4,100,2,11,1980,1,3,1,1,4,1,2,2,8,1,400,277
4118,4,1,2,2,2,-4,1,1,-4,99,2,5,1980,2,3,1,2,4,2,2,1,8,1,400,395
4119,4,3,2,4,3,-4,1,1,-4,50,1,4,1981,1,6,1,1,4,-4,-4,-4,-4,-4,-4,-4
4120,4,2,2,2,4,-4,0,0,-4,50,1,9,1980,1,6,1,1,4,2,2,2,1,-3,-6,-7
4121,4,2,2,3,2,1,0,0,-4,-4,1,2,1982,1,6,1,1,4,-4,-4,-4,-4,-4,-4,-4
4122,7,2,2,4,5,-4,1,1,-4,100,2,9,1980,5,4,1,1,4,1,2,2,3,-3,100,257
4123,5,2,2,2,4,-4,1,0,-4,75,1,6,1980,4,4,1,1,2,2,2,2,7,-3,400,259
4124,5,2,2,4,3,1,0,0,-4,-4,2,4,1982,4,4,1,1,2,2,2,1,7,1,250,370
4125,4,2,2,3,3,-4,0,0,-4,95,1,7,1981,4,10,1,1,2,2,2,2,6,-3,300,306
4126,5,2,1,3,4,6,1,1,-4,-4,1,10,1982,4,10,1,1,2,2,2,2,5,-3,100,288
4127,1,2,2,1,1,3,0,0,-4,-4,2,3,1984,4,10,1,1,2,2,2,2,6,-3,150,293
4128,9,2,3,1,1,1,0,0,-4,-4,1,7,1984,2,6,1,1,4,2,2,1,8,2,450,325
4129,2,2,2,2,1,3,1,1,-4,-4,1,1,1983,5,3,1,2,4,-4,-4,-4,-4,-4,-4,-4
4130,0,1,3,1,1,4,1,0,-4,-4,2,5,1983,2,3,1,0,4,2,2,2,8,5,500,307
4131,3,2,3,3,3,-4,1,1,-4,0,1,6,1980,2,6,1,0,4,2,2,2,6,-3,300,315
4132,3,2,2,3,3,3,1,1,-4,-4,2,5,1982,3,6,1,0,4,2,2,2,8,1,400,370
4133,1,2,1,1,1,5,0,0,-4,-4,1,5,1983,3,6,1,0,4,2,2,1,8,1,400,348
4134,0,1,2,1,1,2,0,0,-4,-4,1,7,1984,1,5,1,0,4,2,2,2,8,1,400,336
4135,3,2,2,1,1,1,0,0,-4,-4,2,7,1984,1,5,1,0,4,2,2,2,8,1,400,322
4136,0,1,3,2,2,-4,0,0,-4,95,2,6,1981,1,5,1,0,4,2,2,1,11,4,400,400
4137,1,2,2,1,1,1,0,0,-4,-4,2,6,1983,1,5,1,0,4,2,2,1,8,4,400,348
4138,0,2,3,1,1,-4,0,0,3,98,2,10,1981,1,5,4,0,4,-4,-4,-4,-4,-4,-4,-4
4139,0,2,4,1,1,0,0,0,3,-4,1,6,1983,1,5,4,0,4,-4,-4,-4,-4,-4,-4,-4
4140,2,2,1,4,1,0,1,0,-4,-4,2,4,1983,2,4,1,1,4,2,2,2,5,1,500,296
4141,3,1,1,2,1,-4,0,0,-4,90,2,10,1981,2,5,1,0,4,-4,-4,-4,-4,-4,-4,-4
4142,5,1,3,1,1,1,0,0,-4,-4,1,3,1983,2,5,1,0,4,2,2,2,8,1,200,217
4143,6,2,3,2,2,1,0,0,-4,-4,2,8,1982,1,5,1,0,4,-4,-4,-4,-4,-4,-4,-4
4144,0,2,4,5,5,-4,1,0,-4,70,1,6,1981,6,5,1,0,4,2,2,2,5,-3,150,315
4145,0,1,2,1,1,1,0,0,-4,-4,2,10,1984,1,5,1,0,4,-4,-4,-4,-4,-4,-4,-4
4146,2,2,3,2,2,-4,0,0,-4,100,2,8,1980,4,3,1,0,2,2,2,1,8,1,400,355
4147,0,2,3,2,1,-4,0,0,-4,95,2,10,1981,4,3,1,0,2,2,2,1,8,2,400,386
4148,11,4,2,5,5,4,0,0,-4,-4,2,1,1982,1,4,1,0,4,2,2,2,5,-3,150,256
4149,-4,2,3,1,1,-4,0,0,3,75,1,2,1980,1,5,1,0,4,2,2,2,2,-3,100,319
4150,-4,1,4,1,1,-4,0,0,3,100,1,10,1981,1,5,1,0,4,-4,-4,-4,-4,-4,-4,-4
4151,-4,1,4,1,1,2,0,0,3,-4,2,1,1984,1,5,1,0,4,-4,-4,-4,-4,-4,-4,-4
4152,5,1,2,3,2,1,0,0,-4,-4,1,11,1982,1,6,1,1,4,1,2,2,5,1,250,284
4153,4,2,3,1,1,1,0,0,-4,-4,1,12,1984,1,6,1,1,4,-4,-4,-4,-4,-4,-4,-4
4154,0,2,2,3,3,-4,0,1,-4,100,1,7,1981,1,4,1,1,4,-3,-3,-3,8,1,500,329
4155,1,2,2,2,3,6,0,0,-4,-4,1,5,1984,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4156,2,2,2,1,1,6,1,1,-4,-4,1,2,1983,1,3,1,1,4,1,2,2,9,1,300,309
4157,1,2,2,4,4,-4,1,1,-4,80,2,12,1980,1,5,1,1,4,2,2,1,10,1,400,362
4158,0,2,2,2,2,1,0,0,-4,-4,1,7,1982,1,4,1,1,4,2,2,1,9,1,400,392
4159,3,2,3,2,2,1,0,1,-4,-4,2,2,1982,1,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4160,-2,2,3,3,3,-4,1,1,-4,100,1,3,1980,1,5,1,1,4,2,2,1,9,4,300,289
4161,3,2,2,2,1,2,0,0,-4,-4,1,10,1984,1,5,1,1,4,2,2,2,8,4,300,322
4162,5,2,2,2,1,2,0,0,-4,-4,1,9,1984,2,3,1,1,4,2,2,2,8,4,300,284
4163,-4,-4,-4,1,1,-4,1,1,-4,100,2,4,1980,1,5,-4,1,4,-4,-4,-4,-4,-4,-4,-4
4164,1,1,3,1,1,-4,0,1,-4,100,2,5,1981,1,5,2,1,4,-4,-4,-4,-4,-4,-4,-4
4165,3,1,2,1,2,2,0,0,-4,-4,1,8,1983,2,5,1,1,4,-4,-4,-4,-4,-4,-4,-4
4166,0,3,1,1,1,1,1,0,-4,-4,1,7,1984,2,5,1,1,4,-3,-3,-3,10,-3,350,310
4167,1,2,1,1,1,2,1,0,-4,-4,2,12,1982,1,4,1,1,2,2,2,2,14,-3,150,284
4168,5,2,3,1,1,2,0,0,-4,-4,1,9,1982,4,3,1,1,1,2,2,1,8,2,450,305
4169,0,2,2,2,2,-4,0,0,-4,90,2,10,1980,4,3,1,1,1,-3,-3,-3,10,3,300,365
4170,7,2,1,2,3,-4,0,1,-4,100,2,5,1980,4,5,1,1,1,-3,-3,-3,9,-3,100,289
4171,6,2,1,3,4,5,0,1,-4,-4,1,2,1982,4,5,1,1,1,-3,-3,-3,9,-3,300,321
4172,5,3,2,5,3,-4,1,1,-4,75,1,8,1980,5,6,1,1,2,2,2,2,4,-3,75,255
4173,20,2,2,3,1,5,1,1,-4,-4,1,9,1982,5,6,1,1,2,-3,-3,-3,1,-3,-8,-6
4174,3,2,2,2,2,-4,0,1,-4,50,2,9,1981,4,4,1,1,1,-3,-3,-3,10,-3,300,307
4175,3,2,2,2,2,3,0,0,-4,-4,2,4,1983,4,4,1,1,1,1,2,2,9,2,300,297
4176,2,3,2,3,3,-4,1,1,-4,100,1,7,1980,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
4177,5,2,3,3,4,6,0,0,-4,-4,2,3,1982,4,5,1,1,1,-3,-3,-3,4,-3,150,343
4178,3,1,1,2,2,2,0,0,-4,-4,2,4,1983,4,5,1,1,1,-4,-4,-4,-4,-4,-4,-4
4179,40,2,2,3,2,-4,1,1,-4,50,1,3,1980,4,4,1,1,1,2,2,2,6,-3,0,298
4180,-4,4,3,4,5,-4,1,1,2,40,1,5,1980,1,10,1,1,4,-4,-4,-4,-4,-4,-4,-4
4181,15,1,2,2,1,-2,1,0,1,-4,1,5,1983,1,10,1,1,4,2,2,2,1,-3,0,-7
4182,15,3,1,4,3,-4,0,0,-4,50,2,9,1981,4,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
4183,-2,2,3,1,1,0,0,0,-4,-4,2,10,1982,4,5,1,1,2,2,2,1,8,2,200,345
4184,-2,3,1,2,1,5,0,0,-4,-4,1,12,1983,4,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
4185,5,2,2,5,5,-4,0,0,-4,50,2,1,1980,4,5,1,1,1,2,2,2,10,-3,50,296
4186,1,2,3,2,1,4,1,0,-4,-4,2,3,1984,3,6,2,0,4,-4,-4,-4,-4,-4,-4,-4
4187,12,2,2,4,3,-4,1,1,-4,10,1,2,1980,1,5,1,0,4,2,2,2,8,5,300,307
4188,5,2,2,4,2,1,1,1,-4,-4,1,1,1982,1,5,1,0,4,2,2,2,4,4,300,282
4189,4,2,2,2,1,1,0,1,-4,-4,1,12,1982,1,3,1,2,4,1,2,2,4,4,200,305
4190,2,2,2,2,3,-4,0,0,-4,100,1,7,1980,1,4,1,0,4,2,2,2,8,4,350,306
4191,5,2,2,4,4,2,0,1,-4,-4,2,2,1982,1,4,1,0,4,2,2,2,8,4,300,344
4192,5,2,2,3,4,-4,1,1,-4,50,1,7,1980,4,4,1,1,2,2,2,2,8,3,300,302
4193,2,1,3,2,1,2,0,1,-4,-4,1,9,1982,4,4,1,1,2,2,2,2,8,4,300,310
4194,20,2,2,4,2,-4,1,1,-4,100,2,9,1981,1,5,1,1,2,-4,-4,-4,-4,-4,-4,-4
4195,5,2,2,3,3,-4,0,0,-4,15,2,2,1981,4,6,1,1,2,2,2,2,8,5,50,244
4196,1,2,4,-2,-2,2,1,1,-4,-4,1,10,1982,4,6,1,1,2,2,2,2,6,-3,150,304
4197,9,2,1,2,2,3,1,0,-4,-4,2,12,1983,4,6,1,1,2,2,2,2,6,-3,100,320
4198,3,3,2,1,1,2,0,1,-4,-4,1,6,1983,1,4,1,1,4,2,2,1,9,4,300,375
4199,2,1,1,2,1,1,0,0,-4,-4,1,12,1984,1,3,1,1,4,1,2,2,9,4,300,317
4200,4,2,2,4,3,2,1,1,-4,-4,2,6,1983,4,2,1,1,4,-3,-3,-3,5,-3,100,293
4201,0,2,2,4,2,2,0,1,-4,-4,2,6,1982,1,4,1,1,4,2,2,2,5,-3,150,285
4202,5,2,2,1,2,3,0,1,-4,-4,1,6,1983,1,4,1,1,4,2,2,2,7,-3,150,289
4203,3,2,3,4,3,-4,1,1,-4,75,2,12,1980,1,4,1,1,4,2,2,2,8,4,400,365
4204,1,2,2,1,1,1,0,0,-4,-4,1,11,1984,1,5,1,1,4,2,2,2,4,5,400,355
4205,5,2,2,1,1,1,1,1,-4,-4,1,7,1984,4,4,1,1,4,2,2,2,4,4,400,332
4206,25,2,3,3,4,-4,0,1,-4,90,2,12,1980,5,2,1,1,4,-4,-4,-4,-4,-4,-4,-4
4207,5,2,2,3,2,1,0,1,-4,-4,2,9,1982,1,6,1,0,4,-3,-3,-3,8,1,200,363
4208,4,2,2,1,1,0,0,0,-4,-4,1,6,1984,1,6,4,0,4,-3,-3,-3,8,2,400,306
4209,3,2,3,3,2,-4,0,1,-4,20,1,9,1980,4,3,1,1,1,2,2,2,4,-3,50,190
4210,3,2,2,4,4,-4,1,1,-4,99,2,9,1980,2,3,1,1,1,2,2,1,9,-3,400,317
4211,-4,2,1,3,5,-4,1,1,2,0,1,3,1980,5,6,1,1,2,2,2,2,2,-3,-6,-7
4212,6,2,2,3,3,-4,0,0,-4,50,2,5,1981,4,6,1,1,2,-3,-3,-3,5,-3,200,258
4213,3,2,1,1,1,12,0,1,1,-4,2,1,1982,1,4,4,1,1,-3,-3,1,8,3,500,350
4214,1,1,3,1,1,2,1,0,-4,-4,1,6,1983,1,4,1,1,4,2,2,2,10,3,300,318
4215,26,4,3,3,2,4,1,1,2,-4,2,2,1982,4,2,3,1,4,-4,-4,-4,-4,-4,-4,-4
4216,3,2,3,4,3,-4,0,0,-4,100,2,10,1981,1,4,1,1,4,2,2,2,9,5,300,266
4217,5,1,2,3,2,4,0,1,-4,-4,1,7,1984,1,4,1,1,4,2,2,2,8,4,350,347
4218,12,2,2,5,4,-4,1,1,-4,40,2,12,1980,4,3,1,1,4,2,2,2,2,-3,0,-7
4219,8,2,3,2,1,-4,1,1,-4,100,2,5,1981,2,3,1,1,4,2,2,-3,8,2,400,306
4220,30,2,2,5,5,-4,1,1,-4,10,2,12,1981,2,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
4221,21,1,1,1,1,3,1,0,-4,-4,1,3,1983,2,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
4222,6,2,3,2,1,4,0,0,-4,-4,1,1,1982,4,6,1,1,1,2,2,1,7,2,400,293
4223,6,2,3,3,1,1,0,0,-4,-4,2,9,1983,4,6,1,1,1,2,-3,1,6,4,400,317
4224,6,2,2,4,2,-4,1,1,-4,20,2,2,1980,4,3,1,1,1,2,2,2,6,2,300,209
4225,0,1,2,4,5,-4,1,1,-4,100,1,1,1980,2,6,-4,1,1,-4,-4,-4,-4,-4,-4,-4
4226,0,2,3,4,1,-4,1,1,-4,10,1,9,1981,2,6,1,1,1,-4,-4,-4,-4,-4,-4,-4
4227,4,2,4,-2,-2,2,0,0,-4,-4,2,11,1984,2,6,4,1,1,-4,-4,-4,-4,-4,-4,-4
4228,5,2,4,3,2,-4,0,0,-4,40,1,12,1980,2,4,1,2,1,-4,-4,-4,-4,-4,-4,-4
4229,3,1,2,1,1,3,0,0,-4,-4,2,10,1984,4,3,2,1,4,2,2,2,4,2,400,296
4230,0,2,1,5,5,-4,0,1,3,100,1,2,1980,7,6,-4,2,1,-4,-4,-4,-4,-4,-4,-4
4231,0,1,1,4,4,-4,0,0,-4,100,2,6,1981,7,6,1,2,1,-4,-4,-4,-4,-4,-4,-4
4232,0,2,1,4,2,5,0,0,-4,-4,1,7,1983,7,6,1,2,1,-4,-4,-4,-4,-4,-4,-4
4233,0,2,1,5,3,15,0,0,-4,-4,1,5,1982,1,7,1,1,4,2,2,2,4,-3,200,263
4234,38,2,2,5,1,5,0,0,-4,-4,2,3,1984,1,7,1,1,4,-4,-4,-4,-4,-4,-4,-4
4235,8,2,1,3,2,-4,0,0,-4,100,2,4,1981,4,4,1,1,1,2,2,2,5,3,300,280
4236,12,2,1,5,3,-4,1,1,-4,-4,2,8,1982,4,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
4237,10,2,2,4,3,8,0,0,-4,-4,1,8,1983,4,3,1,1,1,-4,-4,-4,-4,-4,-4,-4
4238,0,2,1,5,4,4,0,0,-4,-4,2,2,1983,4,2,1,1,1,-4,-4,-4,-4,-4,-4,-4
4239,2,1,3,1,1,6,1,0,-4,-4,1,9,1984,1,4,1,1,2,2,2,1,5,3,400,374
4240,6,1,4,1,1,3,0,0,-4,-4,1,7,1983,2,4,2,1,2,2,2,-3,4,2,300,286
4241,2,1,3,1,1,4,0,0,-4,-4,2,12,1984,2,5,1,1,1,-3,-3,-3,4,4,300,292
4242,0,2,1,1,1,4,1,1,-4,-4,2,12,1984,3,5,1,1,1,2,2,2,7,4,250,255
4243,20,1,3,4,2,-4,1,1,-4,100,1,12,1980,2,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4244,2,2,1,3,2,4,0,0,-4,-4,1,7,1983,2,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4245,17,2,2,4,2,-4,1,1,-4,15,1,4,1980,1,4,1,1,1,-3,-3,-3,3,5,200,259
4246,8,2,1,2,1,4,0,0,-4,-4,2,7,1983,1,4,1,1,1,-4,-4,-4,-4,-4,-4,-4
4247,10,2,1,3,1,-4,0,0,-4,70,1,12,1981,4,9,1,1,1,-4,-4,-4,-4,-4,-4,-4
4248,8,4,1,5,3,-4,1,1,3,85,2,3,1981,1,3,1,0,4,2,2,2,4,-3,100,247
4249,10,3,2,5,5,-4,1,1,-4,20,2,7,1980,4,3,1,0,4,2,2,2,12,-3,300,220
4250,5,2,2,5,5,-4,1,1,-4,50,2,6,1981,2,5,1,0,4,1,2,2,4,-3,-7,208
4251,15,2,3,2,1,3,1,0,-4,-4,1,9,1984,2,5,1,0,4,2,2,2,3,-3,50,123
4252,2,1,3,1,1,0,0,0,-4,-4,1,12,1984,1,4,3,0,4,2,2,2,8,2,200,260
4253,5,2,1,4,2,-4,0,0,-4,75,2,8,1981,4,3,1,0,4,1,2,2,7,-3,150,233
4254,3,2,2,5,4,-4,1,1,-4,-4,2,2,1982,1,3,1,0,4,2,2,2,8,4,400,273
4255,5,2,1,2,4,-4,1,1,-4,80,2,6,1981,1,6,1,0,4,-4,-4,-4,-4,-4,-4,-4
4256,2,2,1,2,2,1,0,0,-4,-4,1,6,1984,1,3,1,0,4,2,2,1,9,1,350,400
4257,3,2,2,2,2,-4,1,1,-4,25,2,2,1980,6,5,1,0,4,2,2,2,9,-3,-6,215
4258,9,1,2,5,5,-4,0,0,-4,100,1,10,1981,6,5,1,0,4,2,1,1,7,2,200,200
4259,7,2,3,4,4,-4,1,1,-4,95,1,9,1981,4,3,1,1,4,2,2,2,1,-3,100,315
4260,5,2,3,3,3,-4,1,1,-4,75,2,10,1980,4,2,1,1,4,2,2,2,9,5,300,361
4261,2,2,1,2,-2,3,0,0,-4,-4,1,5,1984,2,4,1,1,2,1,2,2,8,2,300,331
4262,-4,3,2,3,3,-4,1,1,3,25,2,8,1981,4,3,1,1,2,-4,-4,-4,-4,-4,-4,-4
4263,3,1,3,2,2,-4,0,1,-4,100,1,12,1980,1,4,1,1,2,2,2,2,8,3,400,324
4264,6,2,1,2,1,1,0,0,-4,-4,2,7,1984,1,4,1,1,2,2,2,1,6,3,400,372
4265,5,1,3,3,4,-4,0,1,-4,100,1,4,1981,5,3,1,1,4,-4,-4,-4,-4,-4,-4,-4
4266,5,2,2,3,1,4,0,1,-4,-4,1,9,1983,1,3,1,1,2,2,2,1,8,3,300,343
4267,0,2,1,3,2,-4,0,0,-4,100,1,2,1980,2,3,1,1,4,2,2,2,9,3,300,319
4268,2,2,2,1,1,3,1,0,-4,-4,1,11,1984,1,3,1,1,4,2,2,2,8,3,150,289
4269,6,2,3,2,2,1,1,0,-4,-4,1,4,1983,2,5,1,1,4,2,2,2,8,1,400,281
4270,2,4,2,4,2,-4,0,1,-4,50,1,8,1980,2,4,1,1,2,2,2,2,10,3,250,304
4271,5,3,1,5,5,-4,0,0,-4,90,2,10,1981,2,4,1,1,2,2,2,2,8,4,400,304
4272,7,2,1,3,3,-4,0,1,-4,100,2,5,1980,4,4,1,1,4,2,2,2,8,3,350,314
4273,10,2,1,5,4,-4,1,1,-4,90,2,5,1981,4,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
4274,3,1,2,2,2,1,1,0,-4,-4,1,3,1983,4,4,1,1,4,-4,-4,-4,-4,-4,-4,-4
